Title,Music_Composer,Genre
Hello Yama,Vandemataram Srinivas,"Romance
"
Iddaru Mitrulu,Mani Sharma,"Romance
"
Kaama,Adityan,"Romance
"
Krishna Babu,Raj-Koti,"Romance
"
Maa Balaji,Vandemataram Srinivas,"Romance
"
Manasichi Choodu,Mani Sharma,"Romance
"
Manasulo Maata,S. V. Krishna Reddy,"Romance
"
Manavudu Danavudu,S. A. Rajkumar,"Romance
"
Manikyam,S. A. Rajkumar,"Romance
"
Maya,Ilaiyaraaja,"Romance
"
Mechanic Mavayya,M. M. Keeravani,"Romance
"
Naa Hrudayamlo Nidurinche Cheli,Sri,"Romance
"
Nee Kosam,Pendyala Nageswara Rao,"Romance
"
Neti Gandhi,S. A. Rajkumar,"Romance
"
Panchadara Chilaka,S. A. Rajkumar,"Romance
"
Pilla Nachindi,Raj-Koti,"Romance
"
Pedda Manushulu,Eeshwar,"Romance
"
Prema Katha,Sandeep Chowta,"Romance
"
Premaku Velayera,S. V. Krishna Reddy,"Romance
"
Preminche Manasu,S. A. Rajkumar,"Romance
"
Preyasi Raave,M. M. Sreelekha,"Romance
"
Raja,S. A. Rajkumar,"Romance
"
Raja Kumarudu,Mani Sharma,"Romance
"
Rajasthan,Ilaiyaraaja,"Romance
"
Ramasakkanodu,Raj-Koti,"Romance
"
Ravoyi Chandamama,Mani Sharma,"Romance
"
Sambayya,Vandemataram Srinivas,"Romance
"
Samarasimha Reddy,Mani Sharma,"Romance
"
Samudram,Shashi Pritam,"Romance
"
Seenu,Mani Sharma,"Romance
"
Seetharama Raju,M. M. Keeravani,"Romance
"
Sneham Kosam,S. A. Rajkumar,"Romance
"
Speed Dancer,Ilaiyaraaja,"Romance
"
Sri Ramulayya,Vandemataram Srinivas,"Romance
"
Sultan,Raj-Koti,"Romance
"
Swapnalokam,Vandemataram Srinivas,"Romance
"
Swayamvaram,Vandemataram Srinivas,"Romance
"
Thammudu,Ramani Bharadwaja,"Romance
"
Telangana,Raj-Koti,"Romance
"
Veedu Samanyudu Kadhu,Vidyasagar,"Romance
"
Velugu Needalu,M. M. Sreelekha,"Romance
"
Vichitram,Raj-Koti,"Romance
"
Yamajathakudu,Vandemataram Srinivas,"Romance
"
Kalidas,M. M. Sreelekha,Biography
Bhakta Prahlada,M. M. Sreelekha,Devotional
Rama Paduka Pattabhishekam,M. M. Sreelekha,Devotional
Shakuntala,M. M. Sreelekha,Mythology
Chintamani,M. M. Sreelekha,Devotional
Prithvi Putra,M. M. Sreelekha,Devotional
Prajvala Alapana,M. M. Sreelekha,"Romance
"
Ramadasu,M. M. Sreelekha,Devotional
Sati Savitri,M. M. Sreelekha,Devotional
"Sathi Savitri
",M. M. Sreelekha,Devotional
Athulya Sahavasam,M. M. Sreelekha,"Romance
"
Ahalya,M. M. Sreelekha,"Romance
"
Lava Kusa,M. M. Sreelekha,Devotional
Sita Kalyanam,M. M. Sreelekha,Devotional
Bhakta Kuchela,M. M. Sreelekha,Devotional
Harishchandra,M. M. Sreelekha,Devotional
Sati Anasuya,M. M. Sreelekha,Devotional
Sati Sakkubai,M. M. Sreelekha,Devotional
Sri Krishna Leelalu,M. M. Sreelekha,"Romance
"
Sri Krishna Tulabharam,M. M. Sreelekha,Devotional
Rani Premalata,M. M. Sreelekha,"Romance
"
Dhruva (Also Known as Dhruva Vijayamu),M. M. Sreelekha,Mythology
Draupadi Maanasamrakshana,M. M. Sreelekha,Mythology
Draupadi Vastrapaharanam,M. M. Sreelekha,Mythology
Kabir,M. M. Sreelekha,"Romance
"
Lanka Dahanam,M. M. Sreelekha,Mythology
Mayabazar (Also Known as Sasirekha Parinayam),M. M. Sreelekha,Mythology
Premavijayam,M. M. Sreelekha,"Romance
"
Premilarjuneyam,M. M. Sreelekha,"Romance
"
Sampoorna Ramayanam,M. M. Sreelekha,Devotional
Sati Tulasi,M. M. Sreelekha,Mythology
Sulochana,M. M. Sreelekha,"Romance
"
Veerabhimanyu,M. M. Sreelekha,Mythology
Balayogini,M. M. Sreelekha,Drama
Dasavataramulu,M. M. Sreelekha,Mythology
Kanakatara,M. M. Sreelekha,"Romance
"
Mohini Rukmangada,M. M. Sreelekha,Mythology
Nara Narayana,M. M. Sreelekha,Devotional
Rukmini Kalyanam,M. M. Sreelekha,Devotional
Sarangadhara,M. M. Sreelekha,Devotional
Vijayadashami,M. M. Sreelekha,"Romance
"
Vipra Narayana,M. M. Sreelekha,Devotional
Bhakta Jayadeva,M. M. Sreelekha,Devotional
Bhakta Markandeya,M. M. Sreelekha,Devotional
Chal Mohana Ranga,M. M. Sreelekha,Drama
Chitranaleeyam,M. M. Sreelekha,Mythology
Gruhalakshmi,M. M. Sreelekha,Drama
Gulebakavali,M. M. Sreelekha,Fantasy
Kacha Devayani,M. M. Sreelekha,Mythology
Kasula Peru,M. M. Sreelekha,Drama
Krishna Jarasandha,M. M. Sreelekha,Mythology
Mala Pilla,M. M. Sreelekha,Social
Mohini Basmasura,M. M. Sreelekha,Devotional
Narada Samsaram,M. M. Sreelekha,"Romance
"
Satyanarayana Vratam,M. M. Sreelekha,Drama
Thukaram,M. M. Sreelekha,Drama
Amma,M. M. Sreelekha,"Romance
"
Jayaprada,M. M. Sreelekha,Devotional
Mahananda,M. M. Sreelekha,Devotional
Malli Pelli,M. M. Sreelekha,Social
Panduranga Vittal,M. M. Sreelekha,Devotional
Pasupathastram,M. M. Sreelekha,Devotional
Mathru Bhoomi,M. M. Sreelekha,Drama
Radha Krishna,M. M. Sreelekha,"Romance
"
Raithu Bidda,M. M. Sreelekha,Social
"Sri Venkateswara Mahatyam (Also Known as ""Balaji"")",M. M. Sreelekha,Devotional
Vande Mataram,M. M. Sreelekha,Social
Vara Vikrayam,M. M. Sreelekha,Social
Aada Janma,S. Dakshinamurthi,Drama
Aakasa Raju,Ilaiyaraaja,Devotional
Agni Pareeksha,Gali Penchala Narasimha Rao,Social
Chandravanka,Nalam Nageswara Rao,Folklore
Deeksha,Pendyala Nageswara Rao,Social
Jeevitha Nouka,V. Dakshinamoorthy,Social
Malliswari,S. Rajeswara Rao,Folklore
Mangala,M. D. Parthasarathy,Folklore
Mantra Dandam,Nalam Nageswara Rao,Fantasy
Marmayogi,S. M. Subbaiah Naidu,Action
Maya Pilla,S. Rajeswara Rao,Folklore
Mayalamari,P. Adinarayana Rao,Fantasy
Nirdoshi,Ghantasala,Drama
Pelli Kuthuru,C. R. Subbaraman,Social
Penkipilla,"P. R. Moni
",Drama
Perantalu,B. Rajinikanta Rao,Drama
Rupavathi,C. R. Subbaraman,Folklore
Sarvadikari,S. Dakshinamurthi,Action
Soudamini,S. V. Venkatraman,Adventure
Stree Sahasam,C. R. Subbaraman,Fantasy
Tilottama,P. Adinarayana Rao,Adventure
Aadarsham,"Ashwathama
",Social
Aakali,"P. S. Diwakar
",Social
Athinti Kapuram,S. Dakshinamurthi,Drama
Chinna Kodalu,"Ashwathama
",Social
Chinnamma Katha,"Veluri Krishna Murthy
",Social
Daasi,C. R. Subbaraman,Drama
Dharma Devatha,C. R. Subbaraman,Drama
Kanchana,S. M. Subbaiah Naidu,Social
Manavathi,B. Rajinikanta Rao,Devotional
Maradalu Pelli,V. Nagaiah,Drama
Mugguru Kodukulu,"P. S. Anantharaman, ",Social
Palletooru,Ghantasala,Social
Peda Raithu,"H. R. Padmanabha Sastry
",Drama
Pelli Chesi Choodu,Ghantasala,Social
Praja Seva,"M. B. Walke
",Drama
Prema,C. R. Subbaraman,Drama
Priyuralu,S. Rajeswara Rao,Drama
Rajeswari,Ogirala Ramachandra Rao,Folklore
Sahasam,"M. B. Walke
",Folklore
Sankranti,"Ashwathama
",Drama
Santhi,C. R. Subbaraman,Drama
Savati Poru,S. Dakshinamurthi,"Epic
"
Singari,S. V. Venkatraman,Drama
Suvarna Mala,Ilaiyaraaja,Drama
Tingu Ranga,T. V. Raju,Drama
Apeksha,T. R. Pappa,Drama
Amarakavi,G. Ramanathan,Folklore
Ammalakkalu,G. Ramanathan,Social
Bratuku Teruvu,Ilaiyaraaja,Drama
Chivaruku Miguledhi Emi Unadhi,C. R. Subbaraman,Drama
Kitukendo Cheppave Chalaki Bullemma,C. R. Subbaraman,Folklore
Devadasu,C. R. Subbaraman,"Romance
"
Gumastha,G. Ramanathan,Social
Inspector,G. Ramanathan,Drama
Jaganmohini,"P. Shyamanna
",Fantasy
Kanna Talli,Pendyala Nageswara Rao,Drama
Kodarikam,C. N. Pandurangan,Drama
Lakshmi,M. D. Parthasarathy,Drama
Manjari,"H. R. Padmanabha Sastry
",Folklore
Naa Chellelu,C. N. Pandurangan,Social
Naa Illu,V. Nagaiah,Drama
Okka Talli Pillalu,S. M. Subbaiah Naidu,Drama
Pakka Inti Ammayi,"Ashwathama
",Comedy
Paradesi,P. Adinarayana Rao,Drama
Paropakaram,Ghantasala,Drama
Pempudu Koduku,S. Rajeswara Rao,Drama
Pichi Pullayya,T. V. Raju,Social
Prapancham,"M. S. Gnanamani
",Drama
Pratigna ,"T. A. Kalyanam
",Drama
Prema Lekhalu,Shashi Pritam,"Romance
"
Puttillu,T. Chalapathi Rao,Drama
Rohini,G. Ramanathan,Drama
Thandri,"P. S. Diwakar
",Social
Vayyari Bhama,S. Rajeswara Rao,Adventure
Achintya Apeksha Ratnavali,S. M. Subbaiah Naidu,Action
Aggi Ramudu,Ilaiyaraaja,Social
Amara Sandhesam,K. Prasad Rao,Musical
Annadata,P. Adinarayana Rao,Drama
Anta Manavalle,Master Venu,Drama
Baalanandam,Pendyala Nageswara Rao,Drama
Bangaru Bhoomi,Thurayur Rajgopal Sarma,Drama
Chakrapani,P. Bhanumathi,Comedy
Chandraharam,Ghantasala,Folklore
Iddaru Pellalu,T. R. Pappa,Drama
Jatakaphalam,R. Sudarsanam,Comedy
Jyothi,Pendyala Nageswara Rao,Drama
Kalahasti Mahatyam,R. Sudarsanam,Mythology
Maa Gopi,"M. S. Viswanathan
",Drama
Manohara,S. V. Venkatraman,Folklore
Menarikam,Pendyala Nageswara Rao,Drama
Nirupedalu,T. V. Raju,Drama
Palle Paduchu,"M. S. Ramarao
",Drama
Parivartana,T. Chalapathi Rao,Drama
Peddamanushulu,Ogirala Ramachandra Rao,Social
Praja Rajyam,"M. S. Viswanathan
",Social
Raji Na Pranam,S. Hanumantha Rao,"Romance
"
Raju Peda,S. Rajeswara Rao,Folklore
Raja Guruvu,K. N. Dandayudhapani Pillai,Folklore
Rechukka,"Ashwathama
",Action
Sangham,R. Sudarsanam,"Romance
"
Sati Sakkubai,Ogirala Ramachandra Rao,Comedy
Todu Dongalu,T. V. Raju,Social
Vaddante Dabbu,"T. A. Kalyanam
",Comedy
Vipra Narayana,S. Rajeswara Rao,Devotional
Batasari,Master Venu,"Romance
"
Bava Maradallu,Pendyala Nageswara Rao,"Romance
"
Bhakta Jayadeva,S. Rajeswara Rao,Biography
Bharya Bhartalu,S. Rajeswara Rao,Drama
Bikari Ramudu,B. Gopalam,Folklore
Evaru Donga,K. V. Mahadevan,Drama
Gullo Pelli,Ilaiyaraaja,Drama
Iddaru Mitrulu,S. Rajeswara Rao,Drama
Indrajeet (Sati Sulochana),Ilaiyaraaja,"Romance
"
Intiki Deepam Illale,"M. S. Viswanathan
",Drama
Jagadeka Veeruni Katha,Pendyala Nageswara Rao,Folklore
Jebu Donga,S. M. Subbaiah Naidu,Drama
Kalasi Vunte Kaladu Sukham,Master Venu,Drama
Kanna Koduku,S. P. Kodandapani,Drama
Kannyaka Parameswari Mahatmyam,R. Sudarsanam,"Romance
"
Korada Veerudu,G. Ramanathan,Fantasy
Krishna Kuchela,Brother Lakshmanan,Mythology
Krishna Prema,Pendyala Nageswara Rao,Devotional
Pelli Kaani Pillalu,Master Venu,Drama
Pendli Pilupu,K. Prasad Rao,Drama
Rushyasrunga,T. V. Raju,Folklore
Sabhash Raja,Ghantasala,Drama
Santha,Ilaiyaraaja,"Romance
"
Sati Sulochana,T. V. Raju,Historical
Seetharama Kalyanam,Gali Penchala Narasimha Rao,Historical
Shanta,Ilaiyaraaja,Drama
Taxi Ramudu,T. V. Raju,Drama
Thandrulu Kodukulu,T. Chalapathi Rao,Drama
Usha Parinayam,S. Hanumantha Rao,Devotional
Vagdanam,Pendyala Nageswara Rao,Drama
Varalakshmi Vratham,Rajan-Nagendra,Devotional
Velugu Needalu,Ilaiyaraaja,Drama
Aathma Balam,Ilaiyaraaja,Drama
Amara Shilpi Jakkanna,Ilaiyaraaja,Biography
Babruvahana,Ilaiyaraaja,Mythology
Bangaru Thimmaraju,Ilaiyaraaja,"Romance
"
Bobbili Yuddham,Ilaiyaraaja,Historical
Dagudu Moothalu,Ilaiyaraaja,Comedy
Desa Drohulu,Ilaiyaraaja,Drama
Doctor Chakravarty,Ilaiyaraaja,Drama
Kalavari Kodalu,Ilaiyaraaja,"Romance
"
Manchi Manishi,Ilaiyaraaja,Drama
Marmayogi,Ilaiyaraaja,"Romance
"
Mooga Manasulu,Ilaiyaraaja,"Romance
"
Murali Krishna,Ilaiyaraaja,Drama
Pativrata,Ilaiyaraaja,"Romance
"
Pooja Phalam,Ilaiyaraaja,Drama
Peetala Meeda Pelli,Ilaiyaraaja,Drama
Ramadasu,Ilaiyaraaja,"Romance
"
Ramudu Bheemudu,Ilaiyaraaja,Drama
Sabhash Suri,Ilaiyaraaja,"Romance
"
Sri Satyanarayana Mahathyam,Ilaiyaraaja,"Romance
"
Sri Tirupatamma Katha,Ilaiyaraaja,"Romance
"
Vaarasatwam,Ilaiyaraaja,"Romance
"
Vivaha Bandham,Ilaiyaraaja,Drama
Aadavaallu Meeku Joharlu,Ilaiyaraaja,"Romance
"
Aakali Rajyam,Ilaiyaraaja,"Romance
"
Addala Meda,Ilaiyaraaja,"Romance
"
Aggi Ravva,Ilaiyaraaja,"Romance
"
Agni Poolu,Ilaiyaraaja,"Romance
"
Alludugaru Zindabad,Ilaiyaraaja,"Romance
"
Amavasya Chandrudu,Ilaiyaraaja,"Romance
"
Antham Kadidi Aarambam,Ilaiyaraaja,"Romance
"
Asha Jyoti,Ilaiyaraaja,"Romance
"
Babulugaadi Debba,Ilaiyaraaja,Action
Bala Nagamma,Ilaiyaraaja,"Romance
"
Bhoga Bhagyalu,Ilaiyaraaja,"Romance
"
Bhogimanthulu,Ilaiyaraaja,"Romance
"
Chattaniki Kallu Levu,Ilaiyaraaja,"Romance
"
Chinnaari Chittibaau,Ilaiyaraaja,"Romance
"
Dabbu Dabbu Dabbu,Ilaiyaraaja,"Romance
"
Devudu Mamayya,Ilaiyaraaja,"Romance
"
Guru Sishyulu,Ilaiyaraaja,"Romance
"
Illalu,Ilaiyaraaja,"Romance
"
Jeevitha Ratham,Ilaiyaraaja,"Romance
"
Kirayi Rowdylu,Ilaiyaraaja,"Romance
"
Kondaveeti Simham,Ilaiyaraaja,"Romance
"
Maha Purushudu,Ilaiyaraaja,"Romance
"
Mudda Mandaram,Ilaiyaraaja,"Romance
"
Nyayam Kavali,Ilaiyaraaja,"Romance
"
O Amma Katha,Ilaiyaraaja,"Romance
"
Oorukichchina Maata,Ilaiyaraaja,"Romance
"
Ooruki Monagadu,Ilaiyaraaja,"Romance
"
Pakkinti Ammayi,Ilaiyaraaja,Comedy
Parvathi Parameswarulu,Ilaiyaraaja,"Romance
"
Patalam Pandu,Ilaiyaraaja,"Romance
"
Prema Mandiram,Ilaiyaraaja,"Romance
"
Prema Natakam,Ilaiyaraaja,"Romance
"
Prema Pichchi,Ilaiyaraaja,"Romance
"
Prema Simhasanam,Ilaiyaraaja,"Romance
"
Premabhishekam,Ilaiyaraaja,"Romance
"
Priya,Ilaiyaraaja,"Romance
"
Puli Bidda,Ilaiyaraaja,"Romance
"
Radha Kalyanam,Ilaiyaraaja,"Romance
"
Ragile Jwala,Ilaiyaraaja,"Romance
"
Amavasya Chandrudu,Ilaiyaraaja,"Romance
"
Rani Kasula Rangamma,Ilaiyaraaja,"Romance
"
Sandhya Ragam,Ilaiyaraaja,"Romance
"
Saptapadi,Ilaiyaraaja,"Romance
"
Satyabhama,Ilaiyaraaja,"Romance
"
Satyam Shivam,Ilaiyaraaja,"Romance
"
Seethakoka Chilaka,Ilaiyaraaja,"Romance
"
Siddhalingeshwara Mahima,Ilaiyaraaja,"Romance
"
Srirasthu Subhamasthu,Ilaiyaraaja,"Romance
"
Swapna,Ilaiyaraaja,"Romance
"
Taxi Driver,Ilaiyaraaja,"Romance
"
Tirugu Leni Manishi,Ilaiyaraaja,"Romance
"
Todu Dongalu,Ilaiyaraaja,"Romance
"
Tyagayya,Ilaiyaraaja,"Romance
"
Viswaroopam,Ilaiyaraaja,"Romance
"
Pranaya Geetham,Ilaiyaraaja,"Romance
"
Gaja Donga,Ilaiyaraaja,"Romance
"
Prema Kanuka,Ilaiyaraaja,"Romance
"
Srivari Muchatlu,Ilaiyaraaja,"Romance
"
Bhakta Tulasidas,B. Narasimha Rao,Biography
Griha Pravesam,Nalini Kanta Rao,Drama
Mangalasutram,P. Muniswamy,Drama
Mugguru Maratilu,Ogirala Ramachandra Rao,Historical
Narada Naradhi,Susarla Dakshinamurthi,Mythology
Returning Soldier,Ilaiyaraaja,"Romance
"
Sethu Bandhanam,Susarla Dakshinamurthi,"Epic
"
Tyagayya,Chittor V. Nagaiah,Biography
Vanarani,Ilaiyaraaja,Folklore
Brahma Ratham,"T. A. Motibabu
",Mythology
Gollabhama,S. B. Dinakara Rao,Folklore
Palnati Yuddham,Gali Penchala Narasimha Rao,Historical
Radhika,S. Hanumantha Rao,Mythology
Varudhini,"K. Bhujanga Rao
",Mythology
Yogi Vemana,Chittor V. Nagaiah,Biography
Balaraju,Gali Penchala Narasimha Rao,Folklore
Bhakta Sriyala,"Subrahmanya Devara
",Devotional
Drohi,Pendyala Nageswara Rao,Drama
Geetanjali,"K. Prakasa Rao
",Drama
Madalasa,S. Hanumantha Rao,Mythology
Ratnamala,C. R. Subbaraman,"Romance
"
Suvarnamala,Addepalli Rama Rao,Drama
Vindhyarani,S. Rajeswara Rao,Mythology
Abhisyanta Kalapam,Ilaiyaraaja,"Romance
"
Apna Desh,Pendyala Nageswara Rao,Social
Dharmangadha,Gali Penchala Narasimha Rao,Drama
Gunasundari Katha,Addepalli Rama Rao,Folklore
Keelu Gurram,Ghantasala,Folklore
Laila Majnu,C. R. Subbaraman,"Romance
"
Mana Desam,Ghantasala,Social
Raksha Rekha,Ogirala Ramachandra Rao,Folklore
Aahuti,S. Rajeswara Rao,Drama
Adhrusta Deepudu,Addepalli Rama Rao,Drama
Apoorva Sahodarulu,S. Rajeswara Rao,Action
Beedala Patlu,S. M. Subbaiah Naidu,Social
Jeevitham,R. Sudarsanam,Drama
Lakshmamma,Ghantasala,Folklore
Maaya Rambha,Ogirala Ramachandra Rao,Folklore
Modhati Rathri,Pendyala Nageswara Rao,Drama
Palletoori Pilla,P. Adinarayana Rao,Folklore
Paramanandayya Sishyulu,Ogirala Ramachandra Rao,Comedy
Raja Vikrama,Vandemataram Srinivas,Folklore
Shavukaru,Ghantasala,Social
Samsaram,Susarla Dakshinamurthi,Social
Sri Lakshmamma Katha,C. R. Subbaraman,Folklore
Sri Saibaba,"Mallik & B. Gopalam
",Devotional
Swapna Sundari,C. R. Subbaraman,Fantasy
Thirugubatu,"Bhimavarapu Narasimha Rao
",Social
Vaali – Sugreeva,S. Rajeswara Rao,Devotional
Anantha Ragalu,"Sivaji Raaja
",Comedy
Andagaadu,Ilaiyaraaja,"Romance
"
Amara Geetham,Ilaiyaraaja,"Romance
"
Anuraga Devatha,Chakravarthy,"Romance
"
Aththaku Thagga Allullu,J. V. Raghavulu,Comedy
Bandhalu Anubandhalu,K. V. Mahadevan,Drama
Bangaru Bhoomi,J. V. Raghavulu,"Romance
"
Bangaru Kanuka,Ilaiyaraaja,"Romance
"
Bangaru Koduku,Ilaiyaraaja,"Romance
"
Bhakta Dhruvamarkandeya,S. Rajeswara Rao,Devotional
Bhakta Gnanadeva,"G. K. Venkatesh
",Devotional
Bhale Kapuram,Ilaiyaraaja,"Romance
"
Billa-Ranga,Ilaiyaraaja,"Romance
"
Bobbili Puli,Ilaiyaraaja,Mythology
Cancer-Sukhavyadhulu,"Syam
",Musical
Chalaki Chellamma,Ilaiyaraaja,"Romance
"
Chandamama,Ilaiyaraaja,"Romance
"
Chattamtho Chelagatam,"Shankar Ganesh
",Crime Story
Chilipi Chinnodu,Ilaiyaraaja,"Romance
"
Chilipi Vayasu,"Shankar Ganesh
","Romance
"
Devatha,Chakravarthy,"Romance
"
Dharma Vaddi,Pendyala Nageswara Rao,"Romance
"
Doctor Cine Actor,Ilaiyaraaja,"Romance
"
Doctor Malathi,Ilaiyaraaja,"Romance
"
Dongalosthunnaru Jagratta,Ilaiyaraaja,"Romance
"
Edhi Dharmam Edhi Nyayam,Ilaiyaraaja,"Romance
"
Ee Charithra Ye Siratho,"Sivaji Raaja
","Romance
"
Ee Kaalam Katha,Ilaiyaraaja,"Romance
"
Eenadu,Ilaiyaraaja,"Romance
"
Eeswara Kataksham,Ilaiyaraaja,Devotional
Ekalavya,Ilaiyaraaja,"Romance
"
Emandoyi Srimathigaru,Ilaiyaraaja,"Romance
"
Entha Gaatu Premayo,Ilaiyaraaja,"Romance
"
Evandoy Srimathi Garu,Krishna Neeraj,"Romance
"
Garuda Rekha,Satyam,"Romance
"
Golkonda Abbulu,K. V. Mahadevan,"Romance
"
Gopala Krishnudu,Ilaiyaraaja,"Romance
"
Grama Kakshalu,Ilaiyaraaja,"Romance
"
Gruha Pravesam,Ilaiyaraaja,"Romance
"
Hanthakulaku Saval,Ilaiyaraaja,"Romance
"
Himabindu,Ilaiyaraaja,"Romance
"
Iddaru Kodukulu,Ilaiyaraaja,"Romance
"
Idi Pellantara,Ilaiyaraaja,"Romance
"
Illali Korikalu,Chakravarthy,"Romance
"
Illanta Sandadi,Krishna Neeraj,"Romance
"
Intlo Ramayya Veedhilo Krishnayya,Ilaiyaraaja,"Romance
"
Jagannadha Rathachakralu,Ilaiyaraaja,"Romance
"
Jaggu,Ilaiyaraaja,"Romance
"
Jai Mahakali,"A. A. Raj
",Devotional
Jai Santhoshi Matha,"C. Arjun & A. A. Raj
",Devotional
Jayamalini,"Shankar Ganesh
","Romance
"
Jayasudha,Ramesh Naidu,"Romance
"
Justice Chowdary,Ilaiyaraaja,"Romance
"
Kadali Vachina Kanaka Durga,Satyam,"Romance
"
Kalahala Kapuram,Ilaiyaraaja,"Romance
"
Kalavari Samsaram,K. V. Mahadevan,Drama
Kaliyuga Ramudu,Ilaiyaraaja,Action
Kayyala Ammayi Kalavari Abbayi,Krishna Neeraj,"Romance
"
Korukunna Mogudu,Satyam,Family
Kotha Neeru,Ramesh Naidu,"Romance
"
Krishnarjunulu,Ilaiyaraaja,"Romance
"
Krishnavataram,K. V. Mahadevan,"Romance
"
Madhura Swapnam,Satyam,"Romance
"
Mahanati,M. Ranga Rao,"Romance
"
Mahaprasthanam,Chakravarthy,"Romance
"
Malle Pandhiri,Ilaiyaraaja,"Romance
"
Manchu Pallaki,Rajan-Nagendra,"Romance
"
Mantralaya Raghavendra Vaibhavam,Ilaiyaraaja,"Romance
"
Maro Malupu,Ilaiyaraaja,Social
Meghasandesam,Ilaiyaraaja,Drama
Mettela Savvadi,Ilaiyaraaja,"Romance
"
Mondi Ghatam,Satyam,"Romance
"
Musalodiki Dasara Panduga,Ilaiyaraaja,"Romance
"
Naa Desam,Chakravarthy,"Romance
"
Naa Pere Johnny,Ilaiyaraaja,"Romance
"
Nalugu Sthambalata,Ilaiyaraaja,Drama
Neethi Devan Mayakkam,Ilaiyaraaja,"Romance
"
Nipputo Chelagaatam,Ilaiyaraaja,"Romance
"
Nireekshana,Ilaiyaraaja,"Romance
"
Nivuru Gappina Nippu,Ilaiyaraaja,"Romance
"
O Adadhi O Magadu,"M. S. Viswanathan
","Romance
"
Pagabattina Bebbuli,Satyam,"Romance
"
Pagabattina Simham,Satyam,"Romance
"
Palletoori Simham,Ilaiyaraaja,"Romance
"
Propakari Papanna,S. Hanumantha Rao,"Romance
"
Patnam Mogudu Palletoori Pellam,Shashi Pritam,"Romance
"
Patnam Vachina Pativrathalu,Ilaiyaraaja,"Romance
"
Pelleedu Pillalu,"M. S. Viswanathan
","Romance
"
Pellilla Perayya,J. V. Raghavulu,Comedy
Poola Pallaki,Ilaiyaraaja,"Romance
"
Pralaya Rudrudu,Chakravarthy,"Romance
"
Prathikaram,Ilaiyaraaja,"Romance
"
Pratigya,Ilaiyaraaja,"Romance
"
Prema Murthulu,Ilaiyaraaja,"Romance
"
Prema Nakshatram,Ilaiyaraaja,"Romance
"
Prema Sankellu,Ilaiyaraaja,"Romance
"
Premaku Padhabhishekam,Vijaya T. Rajendar,"Romance
"
Punyabhumi Kallu Terichindhi,Ilaiyaraaja,"Epic
"
Purandara Dasu,Pendyala Nageswara Rao,"Romance
"
Raaga Deepam,Chakravarthy,"Romance
"
Radha My Darling,Ilaiyaraaja,"Romance
"
Radhamma Mogudu,Ilaiyaraaja,"Romance
"
Rangoon Raja,Ilaiyaraaja,"Romance
"
Savaal,Satyam,"Romance
"
Savitri,"M. S. Viswanathan
","Romance
"
Shamsher Shanker,Satyam,"Romance
"
Sitadevi,Ilaiyaraaja,"Romance
"
Sri Lakshmi Nilayam,Ilaiyaraaja,"Romance
"
Subbarao Ki Kopam Vachhindi,Satyam,"Romance
"
Subhalekha,Ilaiyaraaja,"Romance
"
Swayamvaram,Ilaiyaraaja,"Romance
"
Telugunadu,Ilaiyaraaja,"Romance
"
Talli Kodukula Anubandham,Ilaiyaraaja,"Romance
"
Tharangini,J. V. Raghavulu,"Romance
"
Tingu Rangadu,Chakravarthy,"Romance
"
Trisulam,Ilaiyaraaja,Drama
Vamsha Gowravam,Ilaiyaraaja,"Romance
"
Vasantha Kokila,Ilaiyaraaja,"Romance
"
Vayyari Bhamalu Vagalamari Bhartalu,Rajan-Nagendra,"Romance
"
Vijaya Bheri,Ilaiyaraaja,"Romance
"
Viplava Shankam,Ilaiyaraaja,"Romance
"
Yama Kinkarudu,"Chandrasekar
",Action
Yuvraj,Ilaiyaraaja,"Romance
"
Aalaya Sikharam,Chakravarthy,"Romance
"
Adavalle Aligithe,Krishna Neeraj,Social
Abhilasha,Ilaiyaraaja,"Romance
"
Adadhi Aata Bommaa!,"Gopalakrishna
","Romance
"
Adavi Simhalu,Chakravarthy,"Romance
"
Agni Jwala,Satyam,"Romance
"
Agni Samadhi,Satyam,"Romance
"
Akka Mogudu Chelleli Kapuram,Chakravarthy,"Romance
"
Amarajeevi,Chakravarthy,"Romance
"
Amayakudu Kadhu Asadhyudu,Satyam,"Romance
"
Amayaka Chakravarthy,Krishna Neeraj,"Romance
"
Andhra Kesari,Satyam,"Romance
"
Antham Chusina Adadhi,Ilaiyaraaja,"Romance
"
Apadhbandhavulu,Ilaiyaraaja,"Romance
"
Bahudoorapu Batasari,Ramesh Naidu,"Romance
"
Balidaanam,Chakravarthy,"Romance
"
Bandhipotu Rudramma,Satyam,"Romance
"
Bezawada Bebbuli,Chakravarthy,"Romance
"
Bhairava Kona,Ilaiyaraaja,"Romance
"
Bhama Rukmini,"M. S. Viswanathan
","Romance
"
Bharathamma Muddu Biddalu,"K. S. Murthy
","Romance
"
Bharya Bharthala Sawal,Raj-Koti,"Romance
"
C I D Simham,Satyam,"Romance
"
Challenge Vetagallu,Ilaiyaraaja,"Romance
"
Chanda Sasanudu,Ilaiyaraaja,"Romance
"
Chandi Chamundi,Satyam,"Romance
"
Chandi Rani,Raj-Koti,"Romance
"
Chattam,Gangai Amaran,"Romance
"
Chattaniki Sawal,Shashi Pritam,"Romance
"
Chattaniki Veyi Kallu,Chakravarthy,"Romance
"
